# Based on the Artemis Motorway drive cycle,
# time [s],current [A]
3703,1.992676
3704,0.818647
3705,2.094606
3706,1.261006
3707,1.694972
3708,1.71191
3709,2.170138
3710,1.762875
3711,2.228428
3712,1.816739
3713,2.745708
3714,2.348211
3715,2.296483
3716,2.899825
3717,2.489662
3718,2.054475
3719,3.038682
3720,2.133516
3721,2.642252
3722,2.193942
3723,2.214694
3724,2.732586
3725,1.779355
3726,2.677806
3727,1.81384
3728,2.314946
3729,1.834134
3730,1.833219
3731,1.833524
3732,2.336309
3733,1.351492
3734,1.833524
3735,1.834134
3736,1.833371
3737,1.334401
3738,1.317159
3739,1.398489
3740,1.286336
3741,1.269551
3742,1.742733
3743,0.767681
3744,1.705348
3745,1.705806
3746,1.706111
3747,1.704738
3748,1.705501
3749,0.357519
3750,1.270466
3751,1.928435
3752,2.230716
3753,2.157015
3754,2.276341
3755,2.202487
3756,2.420233
3757,2.35172
3758,2.177462
3759,2.294347
3760,2.013733
3761,1.721523
3762,1.320516
3763,1.205158
3764,1.184863
3765,1.361105
3766,2.23209
3767,2.153201
3768,1.673152
3769,1.276265
3770,1.357443
3771,2.029755
3772,2.140078
3773,2.15671
3774,2.173342
3775,1.891051
3776,1.795682
3777,1.993744
3778,2.201266
3779,2.622263
3780,2.658885
3781,2.59266
3782,2.831006
3783,2.873426
3784,2.291905
3785,2.409247
3786,2.740673
3787,2.66865
3788,1.644923
3789,1.318685
3790,1.190661
3791,1.571984
3792,2.07187
3793,1.458915
3794,0.832227
3795,0.898299
3796,1.466087
3797,2.054475
3798,2.062257
3799,1.0663
3800,0.941329
3801,1.604028
3802,1.994049
3803,1.406271
3804,0.803235
3805,0.77348
3806,1.712673
3807,2.202335
3808,2.124971
3809,1.354543
3810,1.146105
3811,0.838483
3812,0.243229
3813,0.675059
3814,1.303883
3815,1.576104
3816,1.387808
3817,1.757687
3818,1.860227
3819,2.831922
3820,3.087358
3821,3.060502
3822,3.028305
3823,2.98909
3824,2.741894
3825,2.47776
3826,2.197604
3827,1.903868
3828,1.700923
3829,1.794461
3830,1.892424
3831,1.992981
3832,2.099184
3833,1.903868
3834,1.397421
3835,1.07866
3836,0.953689
3837,1.221942
3838,1.795224
3839,1.300526
3840,1.283131
3841,1.168688
3842,-0.78584
3843,-0.174258
3844,0.885328
3845,0.227207
3846,1.464866
3847,0.826581
3848,2.082856
3849,0.826581
3850,0.807965
3851,1.418631
3852,2.056611
3853,0.181735
3854,2.030976
3855,1.418173
3856,2.701457
3857,2.11017
3858,3.461051
3859,2.221256
3860,2.24918
3861,3.641718
3862,2.365454
3863,2.395819
3864,3.022507
3865,2.480507
3866,3.222248
3867,2.575875
3868,2.606699
3869,3.364157
3870,2.702525
3871,2.736248
3872,2.034791
3873,1.308309
3874,1.282368
3875,1.258717
3876,-0.08423
3877,0.467994
3878,0.430304
3879,-0.08896
3880,0.34226
3881,-0.484016
3882,-0.500038
3883,-0.214237
3884,2.003662
3885,2.029908
3886,2.056153
3887,2.082856
3888,2.11017
3889,3.460288
3890,1.559319
3891,2.890517
3892,1.607691
3893,2.955825
3894,2.335698
3895,2.365301
3896,2.395209
3897,1.73434
3898,3.023575
3899,3.187304
3900,2.542916
3901,3.292592
3902,3.36553
3903,2.702983
3904,3.474174
3905,2.063478
3906,-0.399329
3907,-0.084535
3908,-0.106966
3909,1.783169
3910,1.783169
3911,2.481422
3912,1.80972
3913,2.512703
3914,2.543984
3915,1.16228
3916,1.139391
3917,-0.404669
3918,1.030594
3919,1.68368
3920,1.683375
3921,1.682918
3922,3.055009
3923,2.325628
3924,1.756466
3925,2.450904
3926,2.481727
3927,1.810178
3928,1.810788
3929,1.810178
3930,1.810025
3931,2.816205
3932,-0.254673
3933,1.265888
3934,1.738766
3935,-0.047761
3936,0.238346
3937,-0.081788
3938,-0.321813
3939,-0.120851
3940,-0.349889
3941,0.025483
3942,-0.534524
3943,0.446937
3944,1.176928
3945,1.177539
3946,1.177234
3947,1.177234
3948,1.177234
3949,-1.34844
3950,-1.771115
3951,-1.562371
3952,-0.263523
3953,-0.428473
3954,-0.147555
3955,0.652476
3956,0.392309
3957,0.906691
3958,0.652476
3959,0.652476
3960,0.392309
3961,1.571374
3962,-0.1178
3963,-0.576944
3964,-0.012207
3965,-0.705272
3966,0.286564
3967,0.22385
3968,0.217746
3969,0.212406
3970,-1.027085
3971,-1.675288
3972,-0.863966
3973,-0.174563
3974,0.053712
3975,1.536126
3976,1.876097
3977,0.992294
3978,2.057374
3979,2.415961
3980,2.343175
3981,2.733349
3982,2.004425
3983,0.02182
3984,2.057527
3985,1.164416
3986,0.928359
3987,0.939803
3988,0.627298
3989,0.627298
3990,0.949874
3991,1.224231
3992,1.991302
3993,1.991608
3994,2.058137
3995,2.125582
3996,0.449531
3997,0.7953
3998,1.153582
3999,1.89807
4000,2.251926
4001,1.938354
4002,2.064698
4003,0.189517
4004,-0.240482
4005,-0.422522
4006,-0.593423
4007,-0.263828
4008,-0.268559
4009,-0.303807
4010,0.070497
4011,0.635996
4012,0.124361
4013,0.177768
4014,-0.396429
4015,0.082551
4016,-0.166171
4017,-0.392309
4018,-0.599069
4019,-0.946517
4020,-1.37377
4021,-1.941558
4022,-0.966964
4023,0.68101
4024,0.961776
4025,1.289998
4026,1.765164
4027,1.50927
4028,1.656367
4029,0.986954
4030,0.685588
4031,0.320134
4032,-0.350347
4033,-0.501106
4034,-0.459754
4035,-0.314641
4036,-0.437171
4037,-0.287633
4038,-0.596933
4039,-0.770275
4040,-0.657206
4041,-0.154574
4042,0.065766
4043,-0.024109
4044,-0.21973
4045,-0.248722
4046,0.028077
4047,0.952468
4048,0.811475
4049,0.496834
4050,1.314565
4051,1.321431
4052,1.510796
4053,0.885481
4054,-0.043641
4055,0.68101
4056,0.676432
4057,0.178225
4058,0.454414
4059,0.183871
4060,0.184024
4061,-0.171206
4062,-0.270695
4063,-0.145724
4064,-0.248875
4065,-0.134737
4066,0.12604
4067,0.552682
4068,1.090715
4069,0.634012
4070,1.232471
4071,0.719615
4072,0.485695
4073,0.764172
4074,0.517739
4075,-0.18265
4076,-0.162203
4077,-0.158694
4078,-0.042725
4079,-0.391394
4080,-1.018235
4081,-0.629129
4082,-0.09781
4083,-0.023957
4084,-0.030671
4085,1.138781
4086,1.832761
4087,0.946822
4088,-0.029908
4089,-0.042878
4090,-0.127718
4091,-0.373083
4092,-0.377813
4093,-0.412451
4094,-0.174258
4095,-0.015564
4096,-0.073548
4097,-0.071717
4098,-0.0177
4099,0.000153
4100,0
4101,0
4102,0.003204
4103,0.253758
4104,0.683604
4105,0.875868
4106,0.522164
4107,0.834668
4108,1.074235
4109,1.835508
4110,1.837491
4111,1.540551
4112,0.515755
4113,0.380102
4114,0.922255
4115,0.216526
4116,0.028992
4117,0.995346
4118,0.426947
4119,1.013046
4120,0.840314
4121,0.912947
4122,1.553368
4123,-0.156252
4124,-0.07187
4125,-0.155032
4126,-0.074006
4127,-0.249027
4128,-0.33402
4129,-0.911727
4130,-0.796521
4131,-0.463874
4132,-0.165103
4133,0.711986
4134,1.038071
4135,1.174487
4136,1.618067
4137,1.236744
4138,1.324331
4139,0.783246
4140,0.237125
4141,-0.150301
4142,-0.324407
4143,0.023499
4144,0.201724
4145,0.460822
4146,0.207065
4147,-0.023499
4148,0.201572
4149,-0.160983
4150,-0.025635
4151,0.986648
4152,0.727398
4153,1.077134
4154,1.4374
4155,0.854658
4156,0.269474
4157,-0.311131
4158,-0.67216
4159,-0.398108
4160,-0.361181
4161,-0.254673
4162,-0.131075
4163,-0.140841
4164,0.590677
4165,0.362554
4166,0.597391
4167,0.655833
4168,-0.150912
4169,0.160983
4170,1.15053
4171,1.236439
4172,1.913481
4173,2.096437
4174,2.284123
4175,2.104372
4176,2.249332
4177,1.995117
4178,2.949874
4179,2.708782
4180,1.94934
4181,0.600748
4182,1.499199
4183,0.180362
4184,0.171664
4185,-0.130465
4186,0.576638
4187,0.086671
4188,1.499962
4189,1.029526
4190,2.025635
4191,1.097734
4192,1.583276
4193,1.147936
4194,0.691844
4195,-0.552377
4196,-0.154574
4197,-0.128481
4198,0.155337
4199,1.911345
4200,1.58526
4201,2.036011
4202,2.674144
4203,1.714351
4204,2.341955
4205,2.42771
4206,2.439002
4207,2.054322
4208,2.583505
4209,2.185245
4210,2.736248
4211,2.323186
4212,1.127031
4213,-0.045014
4214,-1.109331
4215,-0.594491
4216,-0.065156
4217,-0.108186
4218,1.42916
4219,1.904326
4220,1.952392
4221,2.079042
4222,2.054322
4223,0.993668
4224,1.545586
4225,2.784161
4226,1.068284
4227,2.212711
4228,1.105669
4229,1.764553
4230,1.7084
4231,2.069429
4232,1.176776
4233,1.177386
4234,1.177386
4235,1.177691
4236,2.024262
4237,2.406806
4238,1.677272
4239,2.132296
4240,1.728695
4241,2.189212
4242,1.337148
4243,1.780423
4244,0.910658
4245,1.337148
4246,1.336843
4247,1.336995
4248,1.780423
4249,1.352102
4250,1.352102
4251,1.798734
4252,1.367971
4253,1.368124
4254,1.815976
4255,1.833829
4256,2.307622
4257,1.431754
4258,2.348516
4259,1.464256
4260,1.925383
4261,1.850309
4262,1.125658
4263,1.480735
4264,1.481193
4265,1.022507
4266,1.464561
4267,1.008316
4268,1.448539
4269,0.99382
4270,0.979934
4271,1.415274
4272,0.965743
4273,1.851835
4274,0.519417
4275,1.383688
4276,1.383688
4277,0.496071
4278,0.910506
4279,0.897078
4280,0.883345
4281,0.87068
4282,0.857252
4283,0.844434
4284,0.831769
4285,1.246052
4286,0.819104
4287,1.231403
4288,1.23125
4289,0.891432
4290,1.220264
4291,1.220111
4292,1.219654
4293,2.427863
4294,2.573281
4295,3.544671
4296,2.746319
4297,3.658808
4298,3.400015
4299,3.99237
4300,3.63241
4301,3.133593
4302,2.797436
4303,2.843519
4304,2.379339
4305,2.915541
4306,1.93225
4307,2.962997
4308,1.972381
4309,1.972381
4310,1.972229
4311,1.972686
4312,2.49012
4313,1.992676
4314,1.993286
4315,1.992828
4316,1.993286
4317,1.992981
4318,-0.267948
4319,-0.482643
4320,-0.083162
4321,1.220264
4322,1.204242
4323,1.187457
4324,1.650568
4325,1.650568
4326,1.651026
4327,1.651179
4328,1.650721
4329,2.133364
4330,1.187762
4331,2.619059
4332,1.204395
4333,2.153811
4334,1.204395
4335,1.18761
4336,2.133822
4337,2.642252
4338,2.687114
4339,2.732433
4340,2.778515
4341,2.825055
4342,2.872358
4343,2.919814
4344,2.96849
4345,1.976654
4346,3.016251
4347,3.067216
4348,2.059663
4349,2.586099
4350,2.609903
4351,2.10193
4352,2.10193
4353,2.101625
4354,1.574884
4355,2.080873
4356,1.556573
4357,2.05951
4358,1.537041
4359,2.0383
4360,1.518578
4361,1.499962
4362,2.516823
4363,0.985275
4364,1.976959
4365,1.462577
4366,1.444266
4367,1.935302
4368,1.426261
4369,1.408103
4370,1.39086
4371,1.373007
4372,1.857176
4373,0.858015
4374,1.320363
4375,1.799344
4376,1.303273
4377,1.286488
4378,2.25742
4379,2.277562
4380,1.799191
4381,2.297398
4382,1.818418
4383,1.818418
4384,2.319524
4385,1.837491
4386,1.837797
4387,2.341039
4388,1.355306
4389,2.341344
4390,1.355612
4391,2.341192
4392,1.85687
4393,1.857176
4394,1.355459
4395,0.842298
4396,1.303883
4397,0.3122
4398,0.274662
4399,2.153506
4400,1.68719
4401,2.173648
4402,1.705196
4403,2.194553
4404,1.236133
4405,1.705348
4406,2.193942
4407,2.709697
4408,1.760586
4409,2.755474
4410,2.298314
4411,2.319829
4412,2.341955
4413,1.857176
4414,2.362707
4415,1.876555
4416,1.876707
4417,2.998703
4418,1.209735
4419,1.892729
4420,2.607004
4421,1.209583
4422,3.328756
4423,1.233387
4424,1.91989
4425,2.637369
4426,1.233845
4427,2.638132
4428,1.233845
4429,1.919738
4430,2.638743
4431,1.23415
4432,1.91989
4433,1.920043
4434,1.91989
4435,1.920195
4436,1.9205
4437,1.209888
4438,1.892119
4439,2.606394
4440,0.507057
4441,2.574807
4442,1.185626
4443,2.574502
4444,1.186084
4445,1.864958
4446,2.57435
4447,1.185626
4448,2.574807
4449,1.892119
4450,1.892424
4451,2.606088
4452,1.209735
4453,2.606546
4454,1.919585
4455,1.920653
4456,2.63798
4457,1.947662
4458,2.773785
4459,1.980926
4460,1.980316
4461,2.707561
4462,2.009613
4463,2.009766
4464,2.00885
4465,2.009003
4466,2.009308
4467,2.009918
4468,2.009155
4469,2.740978
4470,2.039063
4471,1.31136
4472,2.740826
4473,2.0383
4474,2.038605
4475,2.038453
4476,2.038148
4477,2.0383
4478,2.0383
4479,2.038148
4480,2.0383
4481,2.773327
4482,2.06775
4483,2.068513
4484,2.068208
4485,2.807355
4486,2.09781
4487,2.098573
4488,2.947433
4489,1.286488
4490,2.947738
4491,1.286946
4492,2.098421
4493,0.634623
4494,1.311513
4495,0.469215
4496,1.947967
4497,1.233845
4498,1.209888
4499,1.891508
4500,1.186084
4501,1.864347
4502,1.864958
4503,1.162432
4504,1.836728
4505,1.837034
4506,1.837491
4507,1.837491
4508,2.239567
4509,1.852598
4510,2.662547
4511,1.884184
4512,3.421683
4513,2.666819
4514,1.972534
4515,1.254292
4516,1.129168
4517,1.203021
4518,1.07866
4519,1.852445
4520,1.152056
4521,0.343481
4522,0.208438
4523,1.708553
4524,2.493324
4525,1.73846
4526,1.739376
4527,0.958724
4528,-0.194858
4529,0.212406
4530,0.826581
4531,0.160525
4532,-0.244907
4533,-0.601053
4534,-1.844358
4535,-2.10071
4536,-2.100404
4537,-0.876936
4538,0.227817
4539,1.697414
4540,2.81529
4541,2.948806
4542,1.420462
4543,1.969787
4544,2.022126
4545,-0.097353
4546,1.411917
4547,1.508659
4548,-0.097658
4549,1.41207
4550,1.508049
4551,2.626383
4552,2.235294
4553,2.215763
4554,1.616693
4555,1.070115
4556,2.299535
4557,1.771115
4558,2.988479
4559,1.874876
4560,2.51133
4561,1.868925
4562,1.982147
4563,0.611124
4564,1.9823
4565,2.012207
4566,0.629892
4567,2.637217
4568,0.734264
4569,1.329976
4570,2.671092
4571,0.666819
4572,-0.317845
4573,2.692149
4574,1.951934
4575,2.70222
4576,3.513237
4577,1.474022
4578,0.113832
4579,-0.303655
4580,-0.317998
4581,-0.290227
4582,1.816739
4583,2.540017
4584,1.981842
4585,2.637675
4586,1.352712
4587,2.702678
4588,0.773327
4589,2.736706
4590,2.064546
4591,2.183566
4592,2.121767
4593,1.49752
4594,0.128481
4595,0.097505
4596,-0.604105
4597,-0.326696
4598,-0.298924
4599,1.174182
4600,3.761349
4601,3.288624
4602,2.672465
4603,2.737316
4604,2.803388
4605,2.121614
4606,2.902266
4607,2.303197
4608,2.241855
4609,2.365606
4610,2.303197
4611,1.653773
4612,0.228885
4613,0.194095
4614,0.896773
4615,1.524224
4616,0.784619
4617,-0.592355
4618,0.773632
4619,0.666667
4620,1.352712
4621,2.067445
4622,1.376974
4623,1.377127
4624,1.376822
4625,1.377432
4626,0.666972
4627,1.352712
4628,2.067292
4629,2.736858
4630,1.424735
4631,1.42504
4632,0.704509
4633,0.773327
4634,0.053559
4635,-0.652171
4636,-0.298619
4637,0.509041
4638,0.573587
4639,-0.043488
4640,-0.362554
4641,-0.629587
4642,-1.426566
4643,-2.05005
4644,-2.101015
4645,-1.963073
4646,-1.144732
4647,-0.635233
4648,-0.306096
4649,-0.704662
4650,-0.160678
4651,-0.157015
4652,0.704662
4653,1.037919
4654,2.026703
4655,1.529564
4656,2.015106
4657,2.536202
4658,2.749523
4659,2.082246
4660,3.181201
4661,2.375067
4662,3.510948
4663,2.685283
4664,2.81529
4665,3.553674
4666,3.124285
4667,2.627146
4668,3.455406
4669,2.272221
4670,2.920577
4671,1.152361
4672,2.417334
4673,1.875029
4674,2.511177
4675,0.575418
4676,-0.298772
4677,-0.349889
4678,-0.626688
4679,0.166781
4680,1.003738
4681,1.003433
4682,1.796902
4683,1.028458
4684,1.83093
4685,1.458152
4686,1.472801
4687,1.081407
4688,1.488975
4689,1.094682
4690,1.916686
4691,1.121538
4692,1.535515
4693,1.550774
4694,1.567102
4695,1.162737
4696,2.005646
4697,1.191577
4698,1.190814
4699,1.615473
4700,1.631495
4701,1.219959
4702,1.219959
4703,1.562219
4704,1.231861
4705,1.230945
4706,1.660487
4707,0.818494
4708,1.23125
4709,1.660487
4710,0.818799
4711,1.660945
4712,0.818494
4713,0.891127
4714,1.561303
4715,0.891127
4716,1.560693
4717,0.891279
4718,1.220417
4719,1.561761
4720,0.890669
4721,1.219959
4722,1.220569
4723,1.561761
4724,0.891127
4725,1.219806
4726,1.992218
4727,0.819257
4728,2.094759
4729,1.261158
4730,1.694514
4731,1.711604
4732,2.170596
4733,1.762875
4734,2.229343
4735,1.815824
4736,2.745403
4737,2.348974
4738,2.296025
4739,2.898146
4740,2.489967
4741,2.053864
4742,3.039292
4743,2.133211
4744,2.642863
4745,2.194553
4746,2.215
4747,2.731975
4748,1.77966
4749,2.677501
4750,1.813687
4751,2.315404
4752,1.833524
4753,1.833829
4754,1.833219
4755,2.336309
4756,1.352102
4757,1.832914
4758,1.833677
4759,1.833524
4760,1.334554
4761,1.317311
4762,1.398795
4763,1.286793
4764,1.269703
4765,1.742123
4766,0.767834
4767,1.705348
4768,1.705196
4769,1.705348
4770,1.705653
4771,1.705348
4772,0.357519
4773,1.270161
4774,1.92813
4775,2.230869
4776,2.157626
4777,2.275731
4778,2.20264
4779,2.420844
4780,2.35172
4781,2.177462
4782,2.294041
4783,2.014038
4784,1.722133
4785,1.319905
4786,1.204852
4787,1.185321
4788,1.360647
4789,2.231632
4790,2.153964
4791,1.67361
4792,1.276265
4793,1.357748
4794,2.029908
4795,2.140993
4796,2.1561
4797,2.173037
4798,1.890745
4799,1.795682
4800,1.993439
4801,2.202182
4802,2.622416
4803,2.659037
4804,2.593271
4805,2.831159
4806,2.873274
4807,2.291142
4808,2.408637
4809,2.740368
4810,2.668803
4811,1.645838
4812,1.318074
4813,1.190967
4814,1.572442
4815,2.071717
4816,1.45922
4817,0.832227
4818,0.897993
4819,1.465324
4820,2.054322
4821,2.061952
4822,1.065995
4823,0.941329
4824,1.604334
4825,1.994202
4826,1.405356
4827,0.803235
4828,0.774243
4829,1.712673
4830,2.202335
4831,2.123903
4832,1.353933
4833,1.145953
4834,0.83772
4835,0.243534
4836,0.674601
4837,1.303578
4838,1.576104
4839,1.387045
4840,1.758907
4841,1.860838
4842,2.831312
4843,3.0869
4844,3.060349
4845,3.028153
4846,2.989853
4847,2.742199
4848,2.477607
4849,2.198062
4850,1.904173
4851,1.701381
4852,1.794919
4853,1.892882
4854,1.993896
4855,2.099489
4856,1.904173
4857,1.397574
4858,1.078965
4859,0.953994
4860,1.222248
4861,1.795224
4862,1.300221
4863,1.282979
4864,1.168536
4865,-0.785534
4866,-0.174411
4867,0.885176
4868,0.227359
4869,1.464714
4870,0.826734
4871,2.082704
4872,0.826886
4873,0.807965
4874,1.419089
4875,2.056611
4876,0.181888
4877,2.03006
4878,1.419089
4879,2.701457
4880,2.110018
4881,3.460746
4882,2.221561
4883,2.250248
4884,3.641108
4885,2.365148
4886,2.394903
4887,3.02327
4888,2.481727
4889,3.2224
4890,2.574502
4891,2.607004
4892,3.365377
4893,2.703441
4894,2.7364
4895,2.034485
4896,1.308003
4897,1.283436
4898,1.258412
4899,-0.08423
4900,0.468147
4901,0.430457
4902,-0.089113
4903,0.34226
4904,-0.484016
4905,-0.499733
4906,-0.214389
4907,2.002899
4908,2.029603
4909,2.056001
4910,2.083009
4911,2.10956
4912,3.460136
4913,1.558556
4914,2.890669
4915,1.608453
4916,2.955673
4917,2.336156
4918,2.366064
4919,2.395056
4920,1.734493
4921,3.023575
4922,3.188067
4923,2.543221
4924,3.293202
4925,3.36492
4926,2.702983
4927,3.474784
4928,2.063783
4929,-0.399023
4930,-0.084382
4931,-0.107118
4932,1.783322
4933,1.784085
4934,2.482338
4935,1.810636
4936,2.512245
4937,2.543679
4938,1.162432
4939,1.139544
4940,-0.404974
4941,1.0309
4942,1.683223
4943,1.683223
4944,1.683223
4945,3.054856
4946,2.325322
4947,1.757076
4948,2.450752
4949,2.481422
4950,1.809567
4951,1.810636
4952,1.811093
4953,1.81033
4954,2.81529
4955,-0.254978
4956,1.266041
4957,1.738308
4958,-0.047608
4959,0.238041
4960,-0.081941
4961,-0.32166
4962,-0.120851
4963,-0.350347
4964,0.025635
4965,-0.534829
4966,0.446937
4967,1.176928
4968,1.177691
4969,1.177234
4970,1.177081
4971,1.177234
4972,-1.348135
4973,-1.770047
4974,-1.562371
4975,-0.263828
4976,-0.428626
4977,-0.147707
4978,0.652781
4979,0.392462
4980,0.906233
4981,0.652476
4982,0.652018
4983,0.392462
4984,1.571832
4985,-0.118257
4986,-0.577401
4987,-0.012207
4988,-0.705577
4989,0.286412
4990,0.224002
4991,0.218051
4992,0.212558
4993,-1.027085
4994,-1.675288
4995,-0.864424
4996,-0.174868
4997,0.053559
4998,1.535821
4999,1.876097
5000,0.992142
5001,2.057832
5002,2.415503
5003,2.343481
5004,2.732433
5005,2.004425
5006,0.02182
5007,2.057832
5008,1.164569
5009,0.928359
5010,0.939651
5011,0.626993
5012,0.627146
5013,0.950637
5014,1.224231
5015,1.990997
5016,1.991608
5017,2.058442
5018,2.126192
5019,0.449531
5020,0.794995
5021,1.153277
5022,1.89807
5023,2.251774
5024,1.938506
5025,2.065003
5026,0.189364
5027,-0.240177
5028,-0.422217
5029,-0.592966
5030,-0.263676
5031,-0.268406
5032,-0.303807
5033,0.070649
5034,0.635996
5035,0.124208
5036,0.177768
5037,-0.396429
5038,0.082704
5039,-0.166323
5040,-0.392462
5041,-0.599222
5042,-0.946975
5043,-1.374075
5044,-1.940948
5045,-0.966812
5046,0.680858
5047,0.961471
5048,1.29015
5049,1.765316
5050,1.509575
5051,1.655909
5052,0.986496
5053,0.68513
5054,0.320134
5055,-0.350195
5056,-0.501564
5057,-0.459907
5058,-0.314488
5059,-0.437171
5060,-0.287785
5061,-0.597238
5062,-0.769665
5063,-0.657511
5064,-0.154574
5065,0.065919
5066,-0.023957
5067,-0.21973
5068,-0.248569
5069,0.028077
5070,0.951858
5071,0.811322
5072,0.496986
5073,1.31426
5074,1.321279
5075,1.511254
5076,0.885786
5077,-0.043641
5078,0.680247
5079,0.676432
5080,0.178073
5081,0.454719
5082,0.184176
5083,0.184024
5084,-0.171206
5085,-0.270237
5086,-0.145876
5087,-0.248875
5088,-0.13489
5089,0.125887
5090,0.552377
5091,1.091478
5092,0.63447
5093,1.232319
5094,0.719768
5095,0.485542
5096,0.764172
5097,0.518044
5098,-0.18265
5099,-0.162203
5100,-0.158846
5101,-0.042878
5102,-0.391394
5103,-1.018845
5104,-0.629129
5105,-0.097963
5106,-0.023957
5107,-0.030671
5108,1.139239
5109,1.833066
5110,0.946822
5111,-0.029755
5112,-0.042878
5113,-0.127565
5114,-0.37293
5115,-0.377508
5116,-0.412299
5117,-0.174258
5118,-0.015412
5119,-0.073548
5120,-0.071717
5121,-0.0177
5122,0.000305
5123,0.000153
5124,0
5125,0.003204
5126,0.253758
5127,0.683299
5128,0.875868
5129,0.522011
5130,0.834821
5131,1.074083
5132,1.83444
5133,1.836423
5134,1.540246
5135,0.51545
5136,0.380102
5137,0.922408
5138,0.216678
5139,0.028992
5140,0.995346
5141,0.426795
5142,1.013199
5143,0.840314
5144,0.9131
5145,1.553063
5146,-0.156252
5147,-0.07187
5148,-0.155032
5149,-0.073854
5150,-0.249027
5151,-0.333867
5152,-0.911574
5153,-0.796521
5154,-0.464027
5155,-0.16495
5156,0.711833
5157,1.038529
5158,1.17525
5159,1.61883
5160,1.236591
5161,1.324483
5162,0.782635
5163,0.236973
5164,-0.150454
5165,-0.324407
5166,0.023346
5167,0.201724
5168,0.460517
5169,0.206912
5170,-0.023346
5171,0.201572
5172,-0.16083
5173,-0.025483
5174,0.986191
5175,0.727092
5176,1.076371
5177,1.436484
5178,0.854658
5179,0.269169
5180,-0.311131
5181,-0.67216
5182,-0.39826
5183,-0.361181
5184,-0.25452
5185,-0.131075
5186,-0.141146
5187,0.590982
5188,0.36286
5189,0.597391
5190,0.655985
5191,-0.150759
5192,0.16083
5193,1.14992
5194,1.236744
5195,1.913634
5196,2.096437
5197,2.28397
5198,2.104982
5199,2.24918
5200,1.994812
5201,2.949111
5202,2.708782
5203,1.94934
5204,0.6009
5205,1.498436
5206,0.180362
5207,0.171817
5208,-0.130617
5209,0.576791
5210,0.086824
5211,1.500267
5212,1.029984
5213,2.02533
5214,1.097276
5215,1.582818
5216,1.148241
5217,0.691997
5218,-0.552224
5219,-0.154574
5220,-0.128481
5221,0.155337
5222,1.911803
5223,1.584802
5224,2.035859
5225,2.674296
5226,1.715114
5227,2.341955
5228,2.427405
5229,2.438849
5230,2.053559
5231,2.584573
5232,2.185397
5233,2.735637
5234,2.322881
5235,1.126726
5236,-0.045014
5237,-1.109941
5238,-0.594797
5239,-0.065156
5240,-0.108186
5241,1.428855
5242,1.904479
5243,1.953002
5244,2.079042
5245,2.054322
5246,0.994125
5247,1.544976
5248,2.783703
5249,1.068437
5250,2.212863
5251,1.105211
5252,1.764553
5253,1.708248
5254,2.069734
5255,1.177234
5256,1.177691
5257,1.177386
5258,1.177386
5259,2.024262
5260,2.407263
5261,1.678035
5262,2.132143
5263,1.728542
5264,2.189212
5265,1.336538
5266,1.780728
5267,0.910658
5268,1.336995
5269,1.336843
5270,1.33669
5271,1.780423
5272,1.352255
5273,1.352712
5274,1.798886
5275,1.368276
5276,1.368276
5277,1.815671
5278,1.833829
5279,2.307927
5280,1.431907
5281,2.348516
5282,1.465019
5283,1.925536
5284,1.850767
5285,1.126116
5286,1.481193
5287,1.480278
5288,1.022812
5289,1.464866
5290,1.008316
5291,1.448386
5292,0.99321
5293,0.979477
5294,1.415579
5295,0.965591
5296,1.85153
5297,0.519112
5298,1.384146
5299,1.383383
5300,0.49546
5301,0.910506
5302,0.89662
5303,0.883497
5304,0.870527
5305,0.857099
5306,0.844282
5307,0.831159
5308,1.246052
5309,0.818647
5310,1.231708
5311,1.231403
5312,0.891432
5313,1.219959
5314,1.219806
5315,1.219959
5316,2.4271
5317,2.573281
5318,3.544671
5319,2.745403
5320,3.657588
5321,3.399557
5322,3.991913
5323,3.6318
5324,3.133135
5325,2.796063
5326,2.843824
5327,2.379339
5328,2.915084
5329,1.932403
5330,2.962844
5331,1.973297
5332,1.972686
5333,1.972839
5334,1.972839
5335,2.489967
5336,1.993286
5337,1.992981
5338,1.993133
5339,1.992981
5340,1.993133
5341,-0.267948
5342,-0.482795
5343,-0.083009
5344,1.219806
5345,1.204089
5346,1.187915
5347,1.650721
5348,1.651026
5349,1.650721
5350,1.650874
5351,1.650568
5352,2.133669
5353,1.188067
5354,2.619211
5355,1.203784
5356,2.153811
5357,1.204242
5358,1.18761
5359,2.133974
5360,2.641947
5361,2.688029
5362,2.733501
5363,2.778363
5364,2.82536
5365,2.872663
5366,2.919051
5367,2.96788
5368,1.977111
5369,3.016251
5370,3.066453
5371,2.05951
5372,2.585183
5373,2.60914
5374,2.10193
5375,2.102541
5376,2.102083
5377,1.574578
5378,2.080415
5379,1.556268
5380,2.059663
5381,1.537041
5382,2.038453
5383,1.518425
5384,1.499809
5385,2.516976
5386,0.985275
5387,1.976654
5388,1.46273
5389,1.444266
5390,1.936065
5391,1.426871
5392,1.40795
5393,1.390555
5394,1.373312
5395,1.85687
5396,0.85771
5397,1.320211
5398,1.799191
5399,1.303731
5400,1.286641
5401,2.256504
5402,2.277409
5403,1.799191
5404,2.298772
5405,1.818112
5406,1.818112
5407,2.319371
5408,1.837034
5409,1.836576
5410,2.341192
5411,1.355459
5412,2.341192
5413,1.355459
5414,2.341192
